                                List of relations
 Schema |                   Name                   |       Type        |  Owner   
 public | semantic_object_registry                 | table             | postgres
 public | semantic_policies                        | table             | postgres
 public | semantic_pre_aggregations_v2             | table             | postgres
 public | semantic_query_audit                     | table             | postgres
 public | semantic_query_cache_v2                  | table             | postgres
 public | semantic_query_history_v2                | table             | postgres
 public | semantic_query_performance               | table             | postgres
 public | semantic_roles                           | table             | postgres
 public | semantic_simulations                     | table             | postgres
 public | semantic_slo_evaluations                 | table             | postgres
 public | semantic_slo_status                      | table             | postgres
 public | semantic_slo_violations                  | table             | postgres
 public | semantic_slos                            | table             | postgres
 public | semantic_stream_definitions              | table             | postgres
 public | semantic_stream_events                   | partitioned table | postgres
 public | semantic_stream_events_2026q1            | table             | postgres
 public | semantic_stream_events_2026q2            | table             | postgres
 public | semantic_stream_events_future            | table             | postgres
 public | semantic_suggestion_feedback             | table             | postgres
 public | semantic_suggestions                     | table             | postgres
 public | semantic_telemetry                       | table             | postgres
 public | semantic_term_validations                | table             | postgres
 public | semantic_terms                           | table             | postgres
 public | semantic_traces                          | table             | postgres
 public | semantic_types                           | table             | postgres
 public | shippers                                 | table             | postgres
 public | signal_definitions                       | table             | postgres
 public | signal_table                             | table             | postgres
 public | signature_requests                       | table             | postgres
 public | signature_signers                        | table             | postgres
 public | simulation_telemetry                     | table             | postgres
 public | sla_reconciliation_reports               | table             | postgres
 public | sla_remediation_current                  | table             | postgres
 public | sla_violations                           | table             | postgres
 public | slack_integration                        | table             | postgres
 public | smart_digest_configs                     | table             | postgres
 public | smart_routing_decisions                  | table             | postgres
 public | starrocks_cluster_config                 | table             | postgres
 public | state_residency_comparisons              | table             | postgres
 public | step_history                             | table             | postgres
 public | step_templates                           | table             | postgres
 public | storage_tiering_plans                    | table             | postgres
 public | strategy_templates                       | table             | postgres
 public | stream_field_reference_metadata          | table             | postgres
 public | substitute_asset_mappings                | table             | postgres
 public | succession_plans                         | table             | postgres
 public | successor_compatibility_scores           | table             | postgres
 public | suggestion_feedback                      | table             | postgres
 public | suitability_analyses                     | table             | postgres
 public | suppliers                                | table             | postgres
 public | tail_risk_analyses                       | table             | postgres
 public | tax_lots                                 | table             | postgres
 public | tax_optimization_opportunities           | table             | postgres
 public | tax_strategies                           | table             | postgres
 public | template_categories                      | table             | postgres
 public | template_clones                          | table             | postgres
 public | template_ratings                         | table             | postgres
 public | template_registry                        | table             | postgres
 public | template_usage                           | table             | postgres
 public | template_versions                        | table             | postgres
 public | tenant_artifact_adoption                 | table             | postgres
 public | tenant_artifact_overlay                  | table             | postgres
 public | tenant_assignments                       | table             | postgres
 public | tenant_chart                             | table             | postgres
 public | tenant_configs                           | table             | postgres
 public | tenant_connections                       | table             | postgres
 public | tenant_datasources                       | table             | postgres
 public | tenant_instance                          | table             | postgres
 public | tenant_ip_whitelist                      | table             | postgres
 public | tenant_ip_whitelist_assignments          | table             | postgres
 public | tenant_ip_whitelist_entries              | table             | postgres
 public | tenant_marketplace_items                 | table             | postgres
 public | tenant_message_catalog                   | table             | postgres
 public | tenant_product                           | table             | app_user
 public | tenant_product_datasource                | table             | app_user
 public | tenant_provision_jobs                    | table             | postgres
 public | tenant_quotas                            | table             | postgres
 public | tenant_user                              | table             | postgres
 public | tenants                                  | table             | postgres
 public | term_ai_feedback                         | table             | postgres
 public | territories                              | table             | postgres
 public | test_compliance                          | table             | postgres
 public | titan_knowledge_base                     | table             | postgres
 public | tokenized_assets                         | table             | postgres
 public | trade_execution_log                      | table             | postgres
 public | trade_surveillance_alerts                | table             | postgres
 public | translations                             | table             | postgres
 public | trigger_definitions                      | table             | postgres
 public | trigger_types                            | table             | postgres
 public | uisce_policies                           | table             | postgres
 public | uma_accounts                             | table             | postgres
 public | uma_holdings                             | table             | postgres
 public | uma_rebalance_history                    | table             | postgres
 public | uma_rebalance_plans                      | table             | postgres
 public | uma_rebalance_requests                   | table             | postgres
 public | uma_sleeves                              | table             | postgres
 public | uploaded_documents                       | table             | postgres
 public | us_states                                | table             | postgres
 public | user_delegation                          | table             | postgres
 public | user_engagement_profiles                 | table             | postgres
 public | user_favorites                           | table             | postgres
 public | user_notification_preference             | table             | postgres
 public | user_notification_preferences            | table             | postgres
 public | user_offboarding                         | table             | postgres
 public | user_persona_assignments                 | table             | postgres
 public | user_persona_profiles                    | table             | postgres
 public | user_profiles                            | table             | postgres
 public | user_queue_assignment                    | table             | postgres
 public | user_role                                | table             | postgres
 public | user_role_assignment                     | table             | postgres
 public | user_roles                               | table             | postgres
 public | user_segments                            | table             | postgres
 public | user_sessions                            | table             | postgres
 public | user_settings                            | table             | postgres
 public | user_slack_mapping                       | table             | postgres
 public | user_tenant                              | table             | postgres
 public | user_tenant_access                       | table             | postgres
 public | validation_operators                     | table             | postgres
 public | validation_patterns                      | table             | postgres
 public | validation_patterns_standard             | table             | postgres
 public | validation_results                       | table             | postgres
 public | validation_rule_history                  | table             | postgres
 public | validation_rules                         | table             | postgres
 public | validation_triggers                      | table             | postgres
 public | value_signal_sources                     | table             | postgres
 public | value_signals                            | table             | postgres
 public | value_themes                             | table             | postgres
 public | venture_capital_investments              | table             | postgres
 public | video_meetings                           | table             | postgres
 public | view_components                          | table             | postgres
 public | view_definitions                         | table             | postgres
 public | view_overrides                           | table             | postgres
 public | views                                    | table             | postgres
 public | visibility_rules                         | table             | postgres
 public | wasm_artifacts                           | table             | postgres
 public | wasm_versions                            | table             | postgres
 public | webhook_deliveries                       | table             | postgres
 public | webhook_subscriptions                    | table             | postgres
 public | what_if_analysis_results                 | table             | postgres
 public | what_if_drift_monitors                   | table             | postgres
 public | what_if_drift_observations               | table             | postgres
 public | what_if_entities                         | table             | postgres
 public | what_if_implementation_ledger            | table             | postgres
 public | what_if_market_triggers                  | table             | postgres
 public | what_if_orders                           | table             | postgres
 public | what_if_scenario_links                   | table             | postgres
 public | what_if_scenarios                        | table             | postgres
 public | what_if_signoff_steps                    | table             | postgres
 public | what_if_trigger_fires                    | table             | postgres
 public | workflow_abac_policies                   | table             | postgres
 public | workflow_access                          | table             | postgres
 public | workflow_audit_log                       | table             | postgres
 public | workflow_compliance_checks               | table             | postgres
 public | workflow_compliance_rules                | table             | postgres
 public | workflow_definitions                     | table             | postgres
 public | workflow_edges                           | table             | postgres
 public | workflow_events                          | table             | postgres
 public | workflow_nodes                           | table             | postgres
 public | workflow_stages                          | table             | postgres
 public | workflow_timeout_trigger_analytics       | table             | postgres
 public | workflow_timeout_trigger_approvals       | table             | postgres
 public | workflow_timeout_trigger_audit           | table             | postgres
 public | workflow_timeout_trigger_comments        | table             | postgres
 public | workflow_timeout_trigger_test_suites     | table             | postgres
 public | workflow_timeout_trigger_tests           | table             | postgres
 public | workflow_timeout_trigger_versions        | table             | postgres
 public | workflow_timeout_triggers                | table             | postgres
 public | workflow_versions                        | table             | postgres
 public | yale_model_calibration                   | table             | postgres
 vend   | audit_fallback_log                       | table             | postgres
 vend   | bp_dynamic_policies                      | table             | postgres
 vend   | bp_group_roles                           | table             | postgres
 vend   | bp_groups                                | table             | postgres
 vend   | bp_role_pages                            | table             | postgres
 vend   | bp_user_attributes                       | table             | postgres
 vend   | bp_user_groups                           | table             | postgres
 vend   | db_column_registry                       | table             | postgres
 vend   | dictionary_raw                           | table             | postgres
 vend   | dictionary_source                        | table             | postgres
 vend   | etl_log                                  | table             | postgres
 vend   | fact_customization_telemetry             | table             | postgres
 vend   | glossary_match                           | table             | postgres
 vend   | glossary_term                            | table             | postgres
 vend   | gsifi_event_registry                     | table             | postgres
 vend   | marketplace_artifacts                    | table             | postgres
 vend   | marketplace_installs                     | table             | postgres
 vend   | marketplace_listings                     | table             | postgres
 vend   | match_config                             | table             | postgres
 vend   | privileged_access_requests               | table             | postgres
 vend   | role_conflict_rules                      | table             | postgres
 vend   | source_version                           | table             | postgres
 vend   | transaction_authorization_matrix         | table             | postgres
(892 rows)

